"","Uniparenting_rate","Expected_recessive_load","SD_recessive_load"
"1",0,13314.6,588.64766251828
"2",0.2,13303.4571428571,484.168683710248
"3",0.4,12944.2857142857,539.778689476942
"4",0.6,12612.2857142857,723.58115002553
"5",0.8,11838.9428571429,621.258823720372
"6",0.95,1347.17142857143,1124.08654381377
"7",0.99,178.342857142857,393.901297196104
"8",1,0,0
