"","Uniparenting_rate","Expected_recessive_load","SD_recessive_load"
"1",0,13100.7714285714,435.273212761708
"2",0.2,14213.2857142857,807.237284578361
"3",0.4,15006.5428571429,1046.17047713405
"4",0.6,15316.5428571429,901.643836780001
"5",0.8,14313.1428571429,905.439189592774
"6",0.95,8606.51428571429,670.655007806397
"7",0.99,4556.97142857143,1021.62550654839
"8",1,3087.14285714286,1145.84238580585
