"","Selection_coefficient","Dominance_coefficient","Uniparenting_rate","Expected_additive_load","SD_additive_load"
"1",0.01,0.2,0,4804.01,125.65830653005
"2",0.01,0.2,0.2,3570.08,94.82420523785
"3",0.01,0.2,0.4,2638.19,93.8890054987023
"4",0.01,0.2,0.6,1946.76,77.7843587403436
"5",0.01,0.2,0.8,1449.67,75.86698287733
"6",0.01,0.2,0.95,1206.45,102.001621595349
"7",0.01,0.2,0.99,1525.33,265.369460575366
"8",0.01,0.2,1,1636.42,487.615889980645
