"","Selection_coefficient","Dominance_coefficient","Uniparenting_rate","Replicate","Relative_homo_cloning"
"222",0.01,0.2,0.4,22,0.0318805488297014
"223",0.01,0.2,0.4,23,0.0228851655087863
"224",0.01,0.2,0.4,24,0.0284911717495987
"225",0.01,0.2,0.4,25,0.0206881992822461
"226",0.01,0.2,0.4,26,0.0232461602324616
"227",0.01,0.2,0.4,27,0.0314218381775334
"228",0.01,0.2,0.4,28,0.0249576988155668
"229",0.01,0.2,0.4,29,0.0258397932816537
"230",0.01,0.2,0.4,30,0.0255354200988468
"231",0.01,0.2,0.4,31,0.0240489724529952
"232",0.01,0.2,0.4,32,0.0338275214032157
"233",0.01,0.2,0.4,33,0.021523178807947
"234",0.01,0.2,0.4,34,0.0347752332485157
"235",0.01,0.2,0.4,35,0.031331592689295
"236",0.01,0.2,0.4,36,0.0244829041789785
"237",0.01,0.2,0.4,37,0.0229422418997786
"238",0.01,0.2,0.4,38,0.0262534968797073
"239",0.01,0.2,0.4,39,0.0263959390862944
"240",0.01,0.2,0.4,40,0.0273092369477912
"241",0.01,0.2,0.4,41,0.0299073294018534
"242",0.01,0.2,0.4,42,0.0341105354058722
"243",0.01,0.2,0.4,43,0.0246204349610176
"244",0.01,0.2,0.4,44,0.0203511572226656
"245",0.01,0.2,0.4,45,0.0408945686900958
"246",0.01,0.2,0.4,46,0.0352127436596101
"247",0.01,0.2,0.4,47,0.0296950240770466
"248",0.01,0.2,0.4,48,0.0265065230896666
"249",0.01,0.2,0.4,49,0.0233306516492357
"250",0.01,0.2,0.4,50,0.0238879736408567
"251",0.01,0.2,0.4,51,0.0242548818088386
"252",0.01,0.2,0.4,52,0.0368248772504092
"253",0.01,0.2,0.4,53,0.0286488579171506
"254",0.01,0.2,0.4,54,0.0240912024091202
"255",0.01,0.2,0.4,55,0.0154142581888247
"256",0.01,0.2,0.4,56,0.0250513347022587
"257",0.01,0.2,0.4,57,0.0277078085642317
"258",0.01,0.2,0.4,58,0.0236638106895145
"259",0.01,0.2,0.4,59,0.0197297876903281
"260",0.01,0.2,0.4,60,0.0261865793780687
"261",0.01,0.2,0.4,61,0.017379679144385
"262",0.01,0.2,0.4,62,0.024928483857785
"263",0.01,0.2,0.4,63,0.0250731299623903
"264",0.01,0.2,0.4,64,0.019348054679285
"265",0.01,0.2,0.4,65,0.0229250689874761
"266",0.01,0.2,0.4,66,0.0219643597181931
"267",0.01,0.2,0.4,67,0.0325890162945081
"268",0.01,0.2,0.4,68,0.0188402763240528
"269",0.01,0.2,0.4,69,0.0254993625159371
"270",0.01,0.2,0.4,70,0.0267748478701826
"271",0.01,0.2,0.4,71,0.0232131948686622
"272",0.01,0.2,0.4,72,0.0251730648206419
"273",0.01,0.2,0.4,73,0.0206362854686157
"274",0.01,0.2,0.4,74,0.024283022817668
"275",0.01,0.2,0.4,75,0.0287206266318538
"276",0.01,0.2,0.4,76,0.0272479564032698
"277",0.01,0.2,0.4,77,0.0223938223938224
"278",0.01,0.2,0.4,78,0.0234691700448048
"279",0.01,0.2,0.4,79,0.0259275815824765
"280",0.01,0.2,0.4,80,0.0196201210603214
"281",0.01,0.2,0.4,81,0.0297029702970297
"282",0.01,0.2,0.4,82,0.0290396183364447
"283",0.01,0.2,0.4,83,0.0316027088036117
"284",0.01,0.2,0.4,84,0.0285364859355891
"285",0.01,0.2,0.4,85,0.0278354798504362
"286",0.01,0.2,0.4,86,0.0268262484523318
"287",0.01,0.2,0.4,87,0.0205930807248764
"288",0.01,0.2,0.4,88,0.0247295208655332
"289",0.01,0.2,0.4,89,0.0225375626043406
"290",0.01,0.2,0.4,90,0.0298444724674233
"291",0.01,0.2,0.4,91,0.0252906383846625
"292",0.01,0.2,0.4,92,0.0277720207253886
"293",0.01,0.2,0.4,93,0.0332771693344566
"294",0.01,0.2,0.4,94,0.0252156602521566
"295",0.01,0.2,0.4,95,0.0313825275657337
"296",0.01,0.2,0.4,96,0.0203691915977085
"297",0.01,0.2,0.4,97,0.0219687367976341
"298",0.01,0.2,0.4,98,0.027363692056361
"299",0.01,0.2,0.4,99,0.020896821941663
"300",0.01,0.2,0.4,100,0.0238907849829352
"301",0.01,0.2,0.6,1,0.0161702127659574
"302",0.01,0.2,0.6,2,0.0266609331326596
"303",0.01,0.2,0.6,3,0.0295916354310515
"304",0.01,0.2,0.6,4,0.0289797538705836
"305",0.01,0.2,0.6,5,0.0300981461286805
"306",0.01,0.2,0.6,6,0.0198106977767995
"307",0.01,0.2,0.6,7,0.0228026533996683
"308",0.01,0.2,0.6,8,0.0278716216216216
"309",0.01,0.2,0.6,9,0.0252288911495422
"310",0.01,0.2,0.6,10,0.024453798356384
"311",0.01,0.2,0.6,11,0.0345945945945946
"312",0.01,0.2,0.6,12,0.0194287934719254
"313",0.01,0.2,0.6,13,0.0276110444177671
"314",0.01,0.2,0.6,14,0.0269461077844311
"315",0.01,0.2,0.6,15,0.0235938487465768
"316",0.01,0.2,0.6,16,0.0248496993987976
"317",0.01,0.2,0.6,17,0.0265060240963855
"318",0.01,0.2,0.6,18,0.0211774671749259
"319",0.01,0.2,0.6,19,0.028505554391113
"320",0.01,0.2,0.6,20,0.0215331610680448
"321",0.01,0.2,0.6,21,0.0325396825396825
"322",0.01,0.2,0.6,22,0.0211327134404057
"323",0.01,0.2,0.6,23,0.0195003046922608
"324",0.01,0.2,0.6,24,0.038605475674611
"325",0.01,0.2,0.6,25,0.0306895177361499
"326",0.01,0.2,0.6,26,0.0393951452447274
"327",0.01,0.2,0.6,27,0.0227272727272727
"328",0.01,0.2,0.6,28,0.0211534623827579
"329",0.01,0.2,0.6,29,0.0343096234309623
"330",0.01,0.2,0.6,30,0.0350531705395825
"331",0.01,0.2,0.6,31,0.0328358208955224
"332",0.01,0.2,0.6,32,0.0244798041615667
"333",0.01,0.2,0.6,33,0.0226130653266332
"334",0.01,0.2,0.6,34,0.0271653543307087
"335",0.01,0.2,0.6,35,0.0288724151385096
"336",0.01,0.2,0.6,36,0.027471383975026
"337",0.01,0.2,0.6,37,0.0306796116504854
"338",0.01,0.2,0.6,38,0.0287657920310982
"339",0.01,0.2,0.6,39,0.0320738137082601
"340",0.01,0.2,0.6,40,0.0332598677619715
"341",0.01,0.2,0.6,41,0.0266666666666667
"342",0.01,0.2,0.6,42,0.0238593553788196
"343",0.01,0.2,0.6,43,0.0290269828291088
"344",0.01,0.2,0.6,44,0.0261327713382508
"345",0.01,0.2,0.6,45,0.0272502064409579
"346",0.01,0.2,0.6,46,0.03369384359401
"347",0.01,0.2,0.6,47,0.0169718624385887
"348",0.01,0.2,0.6,48,0.0288032454361055
"349",0.01,0.2,0.6,49,0.0274377374419586
"350",0.01,0.2,0.6,50,0.0199068191444303
"351",0.01,0.2,0.6,51,0.0340701683228554
"352",0.01,0.2,0.6,52,0.0299671592775041
"353",0.01,0.2,0.6,53,0.0246457178065311
"354",0.01,0.2,0.6,54,0.0367739239448391
"355",0.01,0.2,0.6,55,0.0237547892720306
"356",0.01,0.2,0.6,56,0.0332409972299169
"357",0.01,0.2,0.6,57,0.0236305048335124
"358",0.01,0.2,0.6,58,0.0235950235950236
"359",0.01,0.2,0.6,59,0.0289098574583417
"360",0.01,0.2,0.6,60,0.0285481239804241
"361",0.01,0.2,0.6,61,0.0342733188720174
"362",0.01,0.2,0.6,62,0.0305252725470763
"363",0.01,0.2,0.6,63,0.0246153846153846
"364",0.01,0.2,0.6,64,0.0233284732347428
"365",0.01,0.2,0.6,65,0.026106465429329
"366",0.01,0.2,0.6,66,0.0265621598084041
"367",0.01,0.2,0.6,67,0.0236087689713322
"368",0.01,0.2,0.6,68,0.0239886155722708
"369",0.01,0.2,0.6,69,0.0261802575107296
"370",0.01,0.2,0.6,70,0.0307232771495626
"371",0.01,0.2,0.6,71,0.0236313509255612
"372",0.01,0.2,0.6,72,0.0270646766169154
"373",0.01,0.2,0.6,73,0.0256092523750516
"374",0.01,0.2,0.6,74,0.0207539178314274
"375",0.01,0.2,0.6,75,0.0287143789427888
"376",0.01,0.2,0.6,76,0.0294869274621584
"377",0.01,0.2,0.6,77,0.0288482238966631
"378",0.01,0.2,0.6,78,0.0260021668472373
"379",0.01,0.2,0.6,79,0.0245029122313718
"380",0.01,0.2,0.6,80,0.0302114803625378
"381",0.01,0.2,0.6,81,0.0263424518743668
"382",0.01,0.2,0.6,82,0.0299388572633354
"383",0.01,0.2,0.6,83,0.0244914902449149
"384",0.01,0.2,0.6,84,0.0306873977086743
"385",0.01,0.2,0.6,85,0.0272108843537415
"386",0.01,0.2,0.6,86,0.0250417362270451
"387",0.01,0.2,0.6,87,0.0264953833801686
"388",0.01,0.2,0.6,88,0.0294612794612795
"389",0.01,0.2,0.6,89,0.0270049099836334
"390",0.01,0.2,0.6,90,0.0209876543209877
"391",0.01,0.2,0.6,91,0.018947792783713
"392",0.01,0.2,0.6,92,0.0270543105188774
"393",0.01,0.2,0.6,93,0.0184873949579832
"394",0.01,0.2,0.6,94,0.0234779148428173
"395",0.01,0.2,0.6,95,0.0277098614506927
"396",0.01,0.2,0.6,96,0.0240865482751582
"397",0.01,0.2,0.6,97,0.0326415474511384
"398",0.01,0.2,0.6,98,0.027851730493549
"399",0.01,0.2,0.6,99,0.0245374094931617
"400",0.01,0.2,0.6,100,0.0285597715218278
"401",0.01,0.2,0.8,1,0.0360511423181723
"402",0.01,0.2,0.8,2,0.0299957752429235
"403",0.01,0.2,0.8,3,0.0314735336194564
"404",0.01,0.2,0.8,4,0.0363869863013699
"405",0.01,0.2,0.8,5,0.0241935483870968
"406",0.01,0.2,0.8,6,0.0317662007623888
"407",0.01,0.2,0.8,7,0.028740157480315
"408",0.01,0.2,0.8,8,0.0331535849810266
"409",0.01,0.2,0.8,9,0.0311138767890479
"410",0.01,0.2,0.8,10,0.0307566126717244
"411",0.01,0.2,0.8,11,0.0343781597573306
"412",0.01,0.2,0.8,12,0.0304426196675345
"413",0.01,0.2,0.8,13,0.0273738237810094
"414",0.01,0.2,0.8,14,0.0256141087549864
"415",0.01,0.2,0.8,15,0.0399683419074001
"416",0.01,0.2,0.8,16,0.0307992202729045
"417",0.01,0.2,0.8,17,0.0337652139772281
"418",0.01,0.2,0.8,18,0.0272490482869165
"419",0.01,0.2,0.8,19,0.0272943037974684
"420",0.01,0.2,0.8,20,0.0385038503850385
"421",0.01,0.2,0.8,21,0.0328973444312327
"422",0.01,0.2,0.8,22,0.0355607659241891
"423",0.01,0.2,0.8,23,0.0311284046692607
"424",0.01,0.2,0.8,24,0.0242207663291642
"425",0.01,0.2,0.8,25,0.029718875502008
"426",0.01,0.2,0.8,26,0.0366606893803547
"427",0.01,0.2,0.8,27,0.0393873085339169
"428",0.01,0.2,0.8,28,0.0362549800796813
"429",0.01,0.2,0.8,29,0.0235345391152757
"430",0.01,0.2,0.8,30,0.0421806605650617
"431",0.01,0.2,0.8,31,0.0396680833839304
"432",0.01,0.2,0.8,32,0.0352966191792473
"433",0.01,0.2,0.8,33,0.0273064170079969
"434",0.01,0.2,0.8,34,0.0390205056739001
"435",0.01,0.2,0.8,35,0.0215144484286016
"436",0.01,0.2,0.8,36,0.029655990510083
"437",0.01,0.2,0.8,37,0.0370222929936306
"438",0.01,0.2,0.8,38,0.0420828905419766
"439",0.01,0.2,0.8,39,0.026279116066096
"440",0.01,0.2,0.8,40,0.0340864050733254
"441",0.01,0.2,0.8,41,0.0412249705535925
"442",0.01,0.2,0.8,42,0.0278239202657807
"443",0.01,0.2,0.8,43,0.0338028169014084
"444",0.01,0.2,0.8,44,0.031496062992126
"445",0.01,0.2,0.8,45,0.0280607341918124
"446",0.01,0.2,0.8,46,0.0223686838426203
"447",0.01,0.2,0.8,47,0.0353492333901193
"448",0.01,0.2,0.8,48,0.0322514798938559
"449",0.01,0.2,0.8,49,0.0273321449792038
"450",0.01,0.2,0.8,50,0.0355677154582763
"451",0.01,0.2,0.8,51,0.0325925925925926
"452",0.01,0.2,0.8,52,0.0356853203568532
"453",0.01,0.2,0.8,53,0.0229214419670765
"454",0.01,0.2,0.8,54,0.037984496124031
"455",0.01,0.2,0.8,55,0.0351174106198434
"456",0.01,0.2,0.8,56,0.0507188498402556
"457",0.01,0.2,0.8,57,0.0337124289195776
"458",0.01,0.2,0.8,58,0.0318694131364166
"459",0.01,0.2,0.8,59,0.0353946297803092
"460",0.01,0.2,0.8,60,0.0316055625790139
"461",0.01,0.2,0.8,61,0.0325824617860016
"462",0.01,0.2,0.8,62,0.037846273897776
"463",0.01,0.2,0.8,63,0.029771161964008
"464",0.01,0.2,0.8,64,0.0364356435643564
"465",0.01,0.2,0.8,65,0.0333333333333333
"466",0.01,0.2,0.8,66,0.0374531835205993
"467",0.01,0.2,0.8,67,0.0363186132893108
"468",0.01,0.2,0.8,68,0.032130107100357
"469",0.01,0.2,0.8,69,0.0302764370337867
"470",0.01,0.2,0.8,70,0.0369533976596182
"471",0.01,0.2,0.8,71,0.0348557692307692
"472",0.01,0.2,0.8,72,0.0228328173374613
"473",0.01,0.2,0.8,73,0.0298331697742885
"474",0.01,0.2,0.8,74,0.0416175893207695
"475",0.01,0.2,0.8,75,0.0324561403508772
"476",0.01,0.2,0.8,76,0.03743961352657
"477",0.01,0.2,0.8,77,0.0327537403962798
"478",0.01,0.2,0.8,78,0.0298273155416013
"479",0.01,0.2,0.8,79,0.0295967443581206
"480",0.01,0.2,0.8,80,0.0216666666666667
"481",0.01,0.2,0.8,81,0.0294406280667321
"482",0.01,0.2,0.8,82,0.0319018404907975
"483",0.01,0.2,0.8,83,0.0370665603826226
"484",0.01,0.2,0.8,84,0.0254303599374022
"485",0.01,0.2,0.8,85,0.0221870047543582
"486",0.01,0.2,0.8,86,0.0271285475792988
"487",0.01,0.2,0.8,87,0.0343092406221409
"488",0.01,0.2,0.8,88,0.0295101318119221
"489",0.01,0.2,0.8,89,0.032013133593269
"490",0.01,0.2,0.8,90,0.0303030303030303
"491",0.01,0.2,0.8,91,0.0344967532467532
"492",0.01,0.2,0.8,92,0.0359668619923217
"493",0.01,0.2,0.8,93,0.0318163511880789
"494",0.01,0.2,0.8,94,0.0330267558528428
"495",0.01,0.2,0.8,95,0.0256909303230829
"496",0.01,0.2,0.8,96,0.0384006334125099
"497",0.01,0.2,0.8,97,0.0307630034405991
"498",0.01,0.2,0.8,98,0.0452682926829268
"499",0.01,0.2,0.8,99,0.0253734397380806
"500",0.01,0.2,0.8,100,0.0184835118672548
"501",0.01,0.2,0.95,1,0.0145526796262485
"502",0.01,0.2,0.95,2,0.0372650152697659
"503",0.01,0.2,0.95,3,0
"504",0.01,0.2,0.95,4,0.0350100956895795
"505",0.01,0.2,0.95,5,0.0160191541992407
"506",0.01,0.2,0.95,6,0.0451045213072153
"507",0.01,0.2,0.95,7,0.0545342389609685
"508",0.01,0.2,0.95,8,0.0063992811020379
"509",0.01,0.2,0.95,9,0.00239593112048311
"510",0.01,0.2,0.95,10,0.00400256328539167
"511",0.01,0.2,0.95,11,0.00908400180200776
"512",0.01,0.2,0.95,12,0.0624480994576714
"513",0.01,0.2,0.95,13,0.0220091716238408
"514",0.01,0.2,0.95,14,0.0121901608989016
"515",0.01,0.2,0.95,15,0.0224860434369495
"516",0.01,0.2,0.95,16,0.0223806337896628
"517",0.01,0.2,0.95,17,0.025635106972327
"518",0.01,0.2,0.95,18,0.00751218075799753
"519",0.01,0.2,0.95,19,0.0551518801016995
"520",0.01,0.2,0.95,20,0.0177907793438755
"521",0.01,0.2,0.95,21,0.0424078427893359
"522",0.01,0.2,0.95,22,0.00872272879413346
"523",0.01,0.2,0.95,23,0.0153559932669876
"524",0.01,0.2,0.95,24,0.0255299903131845
"525",0.01,0.2,0.95,25,0.00031086647271302
"526",0.01,0.2,0.95,26,0.0183896872665018
"527",0.01,0.2,0.95,27,0.0345818803602924
"528",0.01,0.2,0.95,28,0.0101324889592534
"529",0.01,0.2,0.95,29,0.0241348013637862
"530",0.01,0.2,0.95,30,0.0196712729615635
"531",0.01,0.2,0.95,31,0.0335863798879349
"532",0.01,0.2,0.95,32,0
"533",0.01,0.2,0.95,33,0.0246946452833023
"534",0.01,0.2,0.95,34,0.0434217411479742
"535",0.01,0.2,0.95,35,0
"536",0.01,0.2,0.95,36,0.0350813021647325
"537",0.01,0.2,0.95,37,0.00286316376112437
"538",0.01,0.2,0.95,38,0.0119014267535703
"539",0.01,0.2,0.95,39,0.000147261110683459
"540",0.01,0.2,0.95,40,0.0485713795411254
"541",0.01,0.2,0.95,41,0.0178862608637181
"542",0.01,0.2,0.95,42,0.0587464997247647
"543",0.01,0.2,0.95,43,0.042821723234672
