"","g2","CI_lower","CI_upper","Rate","Rep"
"98",-1.80510886271801e-06,-1.95655903015013e-06,-1.4943354082031e-06,1,"Replicate100"
"99",1.13769787812856e-07,-2.03245719110345e-07,5.0425988760705e-07,1,"Replicate10"
"100",2.42070397060701e-08,-2.11132719524221e-07,3.2859411709385e-07,1,"Replicate1"
"101",-1.174945951532e-06,-1.59184859847561e-06,-7.03338947130594e-07,0.99,"Replicate99"
"102",-6.64364722791078e-07,-9.04297180229219e-07,-3.47349061602387e-07,0.99,"Replicate98"
"103",1.32515614446049e-05,-1.47860926879295e-06,4.04805933961305e-05,0.99,"Replicate97"
"104",-2.84224415891821e-07,-6.1809015477754e-07,-1.93036658685531e-08,0.99,"Replicate96"
"105",0.000746042512676848,-1.18983999177757e-06,0.00218432748836133,0.99,"Replicate95"
"106",0.0202469735283426,-9.11280893930999e-07,0.0633056628292716,0.99,"Replicate94"
"107",0.0251886321744232,-6.80444341649711e-07,0.0795853475500575,0.99,"Replicate93"
"108",-9.44436686300953e-07,-1.18806549823935e-06,-6.04444972016061e-07,0.99,"Replicate92"
"109",3.13555647224462e-07,-5.76780595840098e-08,8.57716931085273e-07,0.99,"Replicate91"
"110",0.00604204645233297,-5.22830132421159e-07,0.0180429898136158,0.99,"Replicate90"
"111",0.00897872312708548,-1.01494152745241e-06,0.0219700277739625,0.99,"Replicate9"
"112",9.4508972083851e-06,-1.06815055679055e-06,3.34278915861185e-05,0.99,"Replicate89"
"113",-1.01331284696471e-07,-5.27209786971294e-07,3.43403541142039e-07,0.99,"Replicate88"
"114",-6.8791638618837e-07,-8.84225506708747e-07,-3.70547467276606e-07,0.99,"Replicate87"
"115",-8.04787428476672e-07,-9.60629110877132e-07,-5.88230840292692e-07,0.99,"Replicate86"
"116",-6.00159997810046e-07,-9.77127400494937e-07,-2.22432656968308e-07,0.99,"Replicate85"
"117",3.17593163323693e-07,-6.22311365605642e-08,7.85562170280141e-07,0.99,"Replicate84"
"118",-7.21339942000299e-07,-1.19976995864857e-06,-2.71069730806151e-07,0.99,"Replicate83"
"119",0.00965484942484585,-1.22246847993612e-06,0.039466784450271,0.99,"Replicate82"
"120",2.19506330889629e-07,-3.06866183585885e-07,8.01090411967075e-07,0.99,"Replicate81"
"121",-7.4659645543651e-07,-1.07802123530398e-06,-3.30721365171539e-07,0.99,"Replicate80"
"122",1.47080677859179e-07,-2.40037268703363e-07,4.7309123246686e-07,0.99,"Replicate8"
"123",-4.13974313828724e-07,-6.54491454876727e-07,-1.31727501673229e-07,0.99,"Replicate79"
"124",-5.95307038220305e-07,-1.01360645567705e-06,-2.00538799582928e-07,0.99,"Replicate78"
"125",0.0201872203118396,-8.35112230587742e-07,0.0751042179925963,0.99,"Replicate77"
"126",0.0187489779410133,-4.53596501445719e-07,0.0518665078848556,0.99,"Replicate76"
"127",3.16790675913836e-07,-9.76538789998482e-08,7.91614640149873e-07,0.99,"Replicate75"
"128",-8.04246209185067e-07,-1.14346267936216e-06,-3.93443593457721e-07,0.99,"Replicate74"
"129",-1.06638186703201e-06,-1.34999713617689e-06,-5.99891305055889e-07,0.99,"Replicate73"
"130",-1.33903581289729e-06,-1.63282380339913e-06,-9.92447823267018e-07,0.99,"Replicate72"
"131",9.98261073803519e-09,-2.69198484728617e-07,3.6960354282689e-07,0.99,"Replicate71"
"132",-6.50216756103994e-07,-8.1696597542813e-07,-4.27768168334564e-07,0.99,"Replicate70"
"133",-1.23193239387476e-06,-1.67833948918894e-06,-8.01435012440233e-07,0.99,"Replicate7"
"134",0.0206015155011121,-3.86514396821802e-07,0.064461056904491,0.99,"Replicate69"
"135",0.0151631105226149,-8.72866421602891e-07,0.0468682762050065,0.99,"Replicate68"
"136",-1.03680611851509e-06,-1.4904631968099e-06,-4.34707362814702e-07,0.99,"Replicate67"
"137",-7.40780331187629e-07,-1.10826755504445e-06,-2.54228530871537e-07,0.99,"Replicate66"
"138",-1.1070496842569e-06,-1.39175410955039e-06,-8.24900661580697e-07,0.99,"Replicate65"
"139",-3.79749867440715e-07,-6.29647105154785e-07,-8.78182353808433e-08,0.99,"Replicate64"
"140",-5.01241048112e-07,-6.6037190020185e-07,-1.9835483057451e-07,0.99,"Replicate63"
"141",0.00207129869560418,-6.45784051364617e-07,0.00611802423420671,0.99,"Replicate62"
"142",0.011106428744585,-5.49704150587527e-07,0.0339717620672724,0.99,"Replicate61"
"143",-1.99248826215914e-07,-5.84550597729216e-07,2.39885726566191e-07,0.99,"Replicate60"
"144",-1.15954227331017e-06,-1.58936749533878e-06,-6.33581143785755e-07,0.99,"Replicate6"
"145",-3.76507686694616e-07,-9.37092109837279e-07,1.13158956743797e-07,0.99,"Replicate59"
"146",0.00213369204180891,-1.08998320972331e-06,0.00630761288938446,0.99,"Replicate58"
"147",-2.30149942437308e-07,-6.78120506925062e-07,2.58612609999042e-07,0.99,"Replicate57"
