"","Selection_coefficient","Dominance_coefficient","Uniparenting_rate","Replicate","Relative_homo_selfing"
"556",0.01,0.2,0.95,56,0.922959572845156
"557",0.01,0.2,0.95,57,0.923076923076923
"558",0.01,0.2,0.95,58,0.87956487956488
"559",0.01,0.2,0.95,59,0.834130781499203
"560",0.01,0.2,0.95,60,0.94572591587517
"561",0.01,0.2,0.95,61,0.844444444444444
"562",0.01,0.2,0.95,62,0.916006339144215
"563",0.01,0.2,0.95,63,0.946140035906643
"564",0.01,0.2,0.95,64,0.95364238410596
"565",0.01,0.2,0.95,65,0.834188034188034
"566",0.01,0.2,0.95,66,0.908554572271386
"567",0.01,0.2,0.95,67,0.913312693498452
"568",0.01,0.2,0.95,68,0.894254787676936
"569",0.01,0.2,0.95,69,0.843465045592705
"570",0.01,0.2,0.95,70,0.920384951881015
"571",0.01,0.2,0.95,71,0.970242214532872
"572",0.01,0.2,0.95,72,0.861027190332326
"573",0.01,0.2,0.95,73,0.924874791318865
"574",0.01,0.2,0.95,74,0.896769109535067
"575",0.01,0.2,0.95,75,0.81859756097561
"576",0.01,0.2,0.95,76,0.885163453478625
"577",0.01,0.2,0.95,77,0.88527397260274
"578",0.01,0.2,0.95,78,0.921921921921922
"579",0.01,0.2,0.95,79,0.90990990990991
"580",0.01,0.2,0.95,80,0.837686567164179
"581",0.01,0.2,0.95,81,0.87563025210084
"582",0.01,0.2,0.95,82,0.927609427609428
"583",0.01,0.2,0.95,83,0.84
"584",0.01,0.2,0.95,84,0.846625766871166
"585",0.01,0.2,0.95,85,0.877221324717286
"586",0.01,0.2,0.95,86,0.927272727272727
"587",0.01,0.2,0.95,87,0.88
"588",0.01,0.2,0.95,88,0.847154471544715
"589",0.01,0.2,0.95,89,0.864030858244937
"590",0.01,0.2,0.95,90,0.886497064579256
"591",0.01,0.2,0.95,91,0.876313662085691
"592",0.01,0.2,0.95,92,0.893309222423146
"593",0.01,0.2,0.95,93,0.926553672316384
"594",0.01,0.2,0.95,94,0.913722267871816
"595",0.01,0.2,0.95,95,0.857142857142857
"596",0.01,0.2,0.95,96,0.911986588432523
"597",0.01,0.2,0.95,97,0.89689978370584
"598",0.01,0.2,0.95,98,0.880636604774536
"599",0.01,0.2,0.95,99,0.845648604269294
"600",0.01,0.2,0.95,100,0.862745098039216
"601",0.01,0.2,0.99,1,0.969088098918083
"602",0.01,0.2,0.99,2,0.950553505535055
"603",0.01,0.2,0.99,3,0.985044865403789
"604",0.01,0.2,0.99,4,0.977124183006536
"605",0.01,0.2,0.99,5,0.97094558901215
"606",0.01,0.2,0.99,6,0.936416184971098
"607",0.01,0.2,0.99,7,0.990266060999351
"608",0.01,0.2,0.99,8,0.953253895508708
"609",0.01,0.2,0.99,9,0.967789165446559
"610",0.01,0.2,0.99,10,0.985543683218102
"611",0.01,0.2,0.99,11,0.975672215108835
"612",0.01,0.2,0.99,12,0.944114149821641
"613",0.01,0.2,0.99,13,0.982024597918638
"614",0.01,0.2,0.99,14,0.945990180032733
"615",0.01,0.2,0.99,15,0.979642196175201
"616",0.01,0.2,0.99,16,0.955796497080901
"617",0.01,0.2,0.99,17,0.967898832684825
"618",0.01,0.2,0.99,18,0.959459459459459
"619",0.01,0.2,0.99,19,0.953414167198468
"620",0.01,0.2,0.99,20,0.950292397660819
"621",0.01,0.2,0.99,21,0.972273567467652
"622",0.01,0.2,0.99,22,0.962557077625571
"623",0.01,0.2,0.99,23,0.981375358166189
"624",0.01,0.2,0.99,24,0.924629878869448
"625",0.01,0.2,0.99,25,0.952380952380952
"626",0.01,0.2,0.99,26,0.963084495488105
"627",0.01,0.2,0.99,27,0.985276073619632
"628",0.01,0.2,0.99,28,0.960932944606414
"629",0.01,0.2,0.99,29,0.970609318996416
"630",0.01,0.2,0.99,30,0.976423231742381
"631",0.01,0.2,0.99,31,0.95117748420448
"632",0.01,0.2,0.99,32,0.974328358208955
"633",0.01,0.2,0.99,33,0.976651100733823
"634",0.01,0.2,0.99,34,0.990369181380417
"635",0.01,0.2,0.99,35,0.984402079722704
"636",0.01,0.2,0.99,36,0.966352624495289
"637",0.01,0.2,0.99,37,0.964259664478483
"638",0.01,0.2,0.99,38,0.965811965811966
"639",0.01,0.2,0.99,39,0.965277777777778
"640",0.01,0.2,0.99,40,0.986894586894587
"641",0.01,0.2,0.99,41,0.968468468468468
"642",0.01,0.2,0.99,42,0.959266802443992
"643",0.01,0.2,0.99,43,0.976915974145891
"644",0.01,0.2,0.99,44,0.982630272952854
"645",0.01,0.2,0.99,45,0.983193277310924
"646",0.01,0.2,0.99,46,0.982256919801277
"647",0.01,0.2,0.99,47,0.973856209150327
"648",0.01,0.2,0.99,48,0.964338781575037
"649",0.01,0.2,0.99,49,0.970257766027759
"650",0.01,0.2,0.99,50,0.960596379126731
"651",0.01,0.2,0.99,51,0.970568999345978
"652",0.01,0.2,0.99,52,0.990715456034954
"653",0.01,0.2,0.99,53,0.981408450704225
"654",0.01,0.2,0.99,54,0.943952802359882
"655",0.01,0.2,0.99,55,0.986666666666667
"656",0.01,0.2,0.99,56,0.973087818696884
"657",0.01,0.2,0.99,57,0.977721196690006
"658",0.01,0.2,0.99,58,0.967266775777414
"659",0.01,0.2,0.99,59,0.959603118355776
"660",0.01,0.2,0.99,60,0.986970684039088
"661",0.01,0.2,0.99,61,0.95059880239521
"662",0.01,0.2,0.99,62,0.987723214285714
"663",0.01,0.2,0.99,63,0.989510489510489
"664",0.01,0.2,0.99,64,0.987293519695044
"665",0.01,0.2,0.99,65,0.984886649874055
"666",0.01,0.2,0.99,66,0.973724884080371
"667",0.01,0.2,0.99,67,0.941492938802959
"668",0.01,0.2,0.99,68,0.983856502242152
"669",0.01,0.2,0.99,69,0.952731737262124
"670",0.01,0.2,0.99,70,0.985761226725082
"671",0.01,0.2,0.99,71,0.954128440366973
"672",0.01,0.2,0.99,72,0.990862944162437
"673",0.01,0.2,0.99,73,0.976241900647948
"674",0.01,0.2,0.99,74,0.978494623655914
"675",0.01,0.2,0.99,75,0.971085651936716
"676",0.01,0.2,0.99,76,0.963153384747215
"677",0.01,0.2,0.99,77,0.988476312419974
"678",0.01,0.2,0.99,78,0.981220657276995
"679",0.01,0.2,0.99,79,0.966336633663366
"680",0.01,0.2,0.99,80,0.988830099941211
"681",0.01,0.2,0.99,81,0.970387243735763
"682",0.01,0.2,0.99,82,0.943775100401606
"683",0.01,0.2,0.99,83,0.970873786407767
"684",0.01,0.2,0.99,84,0.981574539363484
"685",0.01,0.2,0.99,85,0.988811188811189
"686",0.01,0.2,0.99,86,0.971586971586972
"687",0.01,0.2,0.99,87,0.950131233595801
"688",0.01,0.2,0.99,88,0.985320023487962
"689",0.01,0.2,0.99,89,0.98960498960499
"690",0.01,0.2,0.99,90,0.978029766123317
"691",0.01,0.2,0.99,91,0.981917808219178
"692",0.01,0.2,0.99,92,0.963041182682154
"693",0.01,0.2,0.99,93,0.987702265372168
"694",0.01,0.2,0.99,94,0.983688833124216
"695",0.01,0.2,0.99,95,0.976367319378798
"696",0.01,0.2,0.99,96,0.96474358974359
"697",0.01,0.2,0.99,97,0.980722891566265
"698",0.01,0.2,0.99,98,0.95591322603219
"699",0.01,0.2,0.99,99,0.954277286135693
"700",0.01,0.2,0.99,100,0.941712204007286
"701",0.01,0.2,1,1,0.993919740575598
"702",0.01,0.2,1,2,0.992304873580066
"703",0.01,0.2,1,3,0.988411724608044
"704",0.01,0.2,1,4,0.987813620071685
"705",0.01,0.2,1,5,0.984615384615385
"706",0.01,0.2,1,6,0.980451127819549
"707",0.01,0.2,1,7,0.984656437625083
"708",0.01,0.2,1,8,0.982378854625551
"709",0.01,0.2,1,9,0.988379204892966
"710",0.01,0.2,1,10,0.990047598442233
"711",0.01,0.2,1,11,0.989431303472572
"712",0.01,0.2,1,12,0.98618925831202
"713",0.01,0.2,1,13,0.983988355167394
"714",0.01,0.2,1,14,0.991062562065541
"715",0.01,0.2,1,15,0.988435788192331
"716",0.01,0.2,1,16,0.984308131241084
"717",0.01,0.2,1,17,0.99614890885751
"718",0.01,0.2,1,18,0.988342625443487
"719",0.01,0.2,1,19,0.990719257540603
"720",0.01,0.2,1,20,0.984174830444612
"721",0.01,0.2,1,21,0.99215200330442
"722",0.01,0.2,1,22,0.984937786509496
"723",0.01,0.2,1,23,0.988933601609658
"724",0.01,0.2,1,24,0.984698469846985
"725",0.01,0.2,1,25,0.983448275862069
"726",0.01,0.2,1,26,0.990312163616792
"727",0.01,0.2,1,27,0.991144172865746
"728",0.01,0.2,1,28,0.989296636085627
"729",0.01,0.2,1,29,0.971652003910068
"730",0.01,0.2,1,30,0.982188295165394
"731",0.01,0.2,1,31,0.993109388458226
"732",0.01,0.2,1,32,0.98146655922643
"733",0.01,0.2,1,33,0.986460348162476
"734",0.01,0.2,1,34,0.992017030335285
"735",0.01,0.2,1,35,0.994274166385989
"736",0.01,0.2,1,36,0.980335032774945
"737",0.01,0.2,1,37,0.988310308182784
"738",0.01,0.2,1,38,0.988524590163934
"739",0.01,0.2,1,39,0.988861985472155
"740",0.01,0.2,1,40,0.978077571669477
"741",0.01,0.2,1,41,0.985413290113452
"742",0.01,0.2,1,42,0.990615224191867
"743",0.01,0.2,1,43,0.987508218277449
"744",0.01,0.2,1,44,0.979044425817267
"745",0.01,0.2,1,45,0.974515800203874
"746",0.01,0.2,1,46,0.985468956406869
"747",0.01,0.2,1,47,0.987577639751553
"748",0.01,0.2,1,48,0.97254004576659
"749",0.01,0.2,1,49,0.982940698619009
"750",0.01,0.2,1,50,0.986833855799373
"751",0.01,0.2,1,51,0.981783317353787
"752",0.01,0.2,1,52,0.987432675044883
"753",0.01,0.2,1,53,0.99068170671898
"754",0.01,0.2,1,54,0.994747474747475
"755",0.01,0.2,1,55,0.994623655913978
"756",0.01,0.2,1,56,0.986648865153538
"757",0.01,0.2,1,57,0.977473065621939
"758",0.01,0.2,1,58,0.978653530377668
"759",0.01,0.2,1,59,0.982392228293868
"760",0.01,0.2,1,60,0.987767584097859
"761",0.01,0.2,1,61,0.986326344576117
"762",0.01,0.2,1,62,0.987341772151899
"763",0.01,0.2,1,63,0.986324786324786
"764",0.01,0.2,1,64,0.976310122038765
"765",0.01,0.2,1,65,0.987714987714988
"766",0.01,0.2,1,66,0.980661260137243
"767",0.01,0.2,1,67,0.994947532063739
"768",0.01,0.2,1,68,0.995869081665078
"769",0.01,0.2,1,69,0.990160538581046
"770",0.01,0.2,1,70,0.986977381768334
"771",0.01,0.2,1,71,0.973654066437572
"772",0.01,0.2,1,72,0.994475138121547
"773",0.01,0.2,1,73,0.991104133961277
"774",0.01,0.2,1,74,0.985797827903091
"775",0.01,0.2,1,75,0.985454545454545
"776",0.01,0.2,1,76,0.986462625073573
"777",0.01,0.2,1,77,0.985660377358491
"778",0.01,0.2,1,78,0.987551867219917
"779",0.01,0.2,1,79,0.988358556461001
"780",0.01,0.2,1,80,0.987290969899666
"781",0.01,0.2,1,81,0.980392156862745
"782",0.01,0.2,1,82,0.986959505833905
"783",0.01,0.2,1,83,0.992964824120603
"784",0.01,0.2,1,84,0.978805394990366
"785",0.01,0.2,1,85,0.98943661971831
"786",0.01,0.2,1,86,0.984326018808777
"787",0.01,0.2,1,87,0.981713185755534
"788",0.01,0.2,1,88,0.992393736017897
"789",0.01,0.2,1,89,0.980295566502463
"790",0.01,0.2,1,90,0.990518683770218
"791",0.01,0.2,1,91,0.98870636550308
"792",0.01,0.2,1,92,0.991850989522701
"793",0.01,0.2,1,93,0.992153443766347
"794",0.01,0.2,1,94,0.986348122866894
"795",0.01,0.2,1,95,0.991285403050109
"796",0.01,0.2,1,96,0.987858719646799
"797",0.01,0.2,1,97,0.981300089047195
"798",0.01,0.2,1,98,0.986790986790987
"799",0.01,0.2,1,99,0.987707881417209
"800",0.01,0.2,1,100,0.990176817288802
