"","Uniparenting_rate","Expected_recessive_load","SD_recessive_load"
"1",0,16608.7,588.163520048455
"2",0.2,16669.7,1043.89266941729
"3",0.4,16745.35,922.19853296919
"4",0.6,16080.1,1084.46513132172
"5",0.8,14518.5,1091.15354218899
"6",0.95,8593.05,853.422859030498
"7",0.99,4461.3,878.3923173377
"8",1,3068.5,891.152033812649
