"","Uniparenting_rate","Expected_N_fixed_mutations","SD_N_fixed_mutations"
"1",0,158.885714285714,13.1524353114489
"2",0.2,168.314285714286,12.7504819483801
"3",0.4,178.142857142857,14.7750641625816
"4",0.6,207.485714285714,17.1041299253777
"5",0.8,284.514285714286,21.5766369136666
"6",0.95,171.2,70.42968959516
"7",0.99,10.2,7.24690603353069
"8",1,0,0
