"","g2","CI_lower","CI_upper","Rate","Rep"
"289",-2.90531580349196e-07,-1.09563495694631e-06,8.85510317666371e-07,1e-09,"19"
"290",-6.96240701092421e-07,-8.83050724301282e-07,-4.15169681403094e-07,1e-09,"18"
"291",-1.65921273942438e-07,-1.01118580352888e-06,5.15353586366674e-07,1e-09,"17"
"292",-6.01669685962314e-07,-7.87431198609467e-07,-3.0709606813617e-07,1e-09,"16"
"293",-7.31088125927037e-07,-1.07984020579488e-06,-2.78409582246675e-07,1e-09,"15"
"294",2.5821632787526e-07,-1.53536269037469e-07,6.78983034518853e-07,1e-09,"14"
"295",-7.93879014304721e-07,-1.15409404312095e-06,-3.98169482093702e-07,1e-09,"13"
"296",7.26570204445665e-07,-1.78049817411985e-07,1.64285660190222e-06,1e-09,"12"
"297",4.81250499451136e-08,-3.39019635828275e-07,4.2113759287643e-07,1e-09,"11"
"298",-1.23193402146171e-07,-4.46669989459525e-07,4.46119987979054e-07,1e-09,"100"
"299",-7.77916256855526e-07,-1.0415815709014e-06,-4.93622530434168e-07,1e-09,"10"
"300",-5.70249773512721e-07,-1.35967313563967e-06,3.67922972543954e-07,1e-09,"1"
"301",-1.1173364120598e-06,-2.39243044418969e-06,-6.22315948689571e-08,1e-08,"99"
"302",1.18840935225961e-06,-1.04723523886574e-06,4.76556874289269e-06,1e-08,"98"
"303",-1.76041407717875e-06,-2.96190548308151e-06,-5.78015915644882e-07,1e-08,"97"
"304",7.16301702841093e-07,-1.61089132319214e-06,2.38972988674812e-06,1e-08,"96"
"305",1.57423003308566e-05,9.08850546553208e-06,2.22356281620262e-05,1e-08,"95"
"306",8.36261748737854e-08,-8.45622658771084e-07,9.93968276968848e-07,1e-08,"94"
"307",5.42278213666592e-07,-1.09883194504556e-06,1.89990827124675e-06,1e-08,"93"
"308",-4.12658605730698e-07,-1.47418212559647e-06,7.4126965505239e-07,1e-08,"92"
"309",-5.43885205428474e-07,-2.72977480780534e-06,2.22058047504858e-06,1e-08,"91"
"310",1.03004825247055e-06,-3.44444337821436e-07,2.23877410699957e-06,1e-08,"90"
"311",3.79780664472307e-07,-1.15624339610543e-06,1.79189835123883e-06,1e-08,"9"
"312",-9.39845952951934e-07,-1.95266075611877e-06,4.68981441309468e-07,1e-08,"89"
"313",-7.76455466588999e-08,-1.7151904155438e-06,1.80230287258887e-06,1e-08,"88"
"314",-2.2212817601952e-06,-3.34074124999084e-06,-1.03575602913854e-07,1e-08,"87"
"315",8.7925575058545e-06,5.27970792155719e-06,1.2735263295699e-05,1e-08,"86"
"316",-6.25569172463258e-07,-2.93942104229172e-06,2.22711852289614e-06,1e-08,"85"
"317",2.51269867068693e-06,4.72798038608785e-08,4.80569799805597e-06,1e-08,"84"
"318",4.32936225203129e-06,-1.36184027067221e-06,9.87124154970264e-06,1e-08,"83"
"319",-1.88494552588736e-06,-2.91906742820036e-06,-7.06159239696747e-07,1e-08,"82"
"320",2.37725153895418e-06,7.84136193665574e-07,4.06928627510461e-06,1e-08,"81"
"321",6.10166615744312e-06,9.62260677983551e-07,1.15076343611853e-05,1e-08,"80"
"322",3.00928661656208e-06,1.3490939165639e-06,5.18792358880637e-06,1e-08,"8"
"323",2.02476718613731e-06,1.33684609815443e-07,4.10992227917739e-06,1e-08,"79"
"324",9.77594717044283e-06,3.84130576948083e-06,1.57031652159578e-05,1e-08,"78"
"325",2.34752052086229e-06,-4.99767242825855e-07,5.65266380387897e-06,1e-08,"77"
"326",7.28417601747466e-06,3.93388767466751e-06,1.19705697286587e-05,1e-08,"76"
"327",4.83705668385959e-06,1.75905328603232e-06,8.09184356816983e-06,1e-08,"75"
"328",-9.48723534732743e-07,-1.92005690613228e-06,1.94078418436216e-07,1e-08,"74"
"329",1.0146460760474e-06,-1.21096556778832e-06,2.89074682254253e-06,1e-08,"73"
"330",1.91410857164342e-06,-8.79084309152176e-08,3.80513834399854e-06,1e-08,"72"
"331",9.23691638954338e-07,-1.71359648188651e-06,4.19972753490372e-06,1e-08,"71"
"332",1.08127843767569e-06,-6.11054409987988e-08,2.77215424402954e-06,1e-08,"70"
"333",1.068585202324e-06,-8.62737060600138e-07,3.16229832763581e-06,1e-08,"7"
"334",-1.01155608678294e-06,-1.68606528239412e-06,8.36469631559918e-08,1e-08,"69"
"335",1.44973220761457e-07,-2.2139913901098e-06,2.62619793763297e-06,1e-08,"68"
"336",-3.84550142618068e-07,-1.73534832145217e-06,1.44163528432717e-06,1e-08,"67"
"337",-6.29280468067428e-07,-1.73486412861912e-06,7.18035307722961e-07,1e-08,"66"
"338",-7.84905409556558e-07,-3.06594724331366e-06,1.44643527834609e-06,1e-08,"65"
"339",2.57707988260414e-06,-5.27196716476605e-08,5.54491342805163e-06,1e-08,"64"
"340",1.62133947134713e-06,4.23139601946065e-07,2.88809769943832e-06,1e-08,"63"
"341",8.07628586452225e-07,-8.52899865624867e-07,2.55845215729189e-06,1e-08,"62"
"342",-7.51976653723396e-07,-2.07280523089881e-06,5.76630879201012e-07,1e-08,"61"
"343",2.34410064026136e-07,-1.32078662914148e-06,1.58707954732717e-06,1e-08,"60"
"344",3.07253231324189e-06,7.4812570884375e-07,5.34962509257664e-06,1e-08,"6"
"345",9.01681104892305e-07,-1.26504819663864e-06,3.04511936420337e-06,1e-08,"59"
"346",3.16725119464678e-08,-6.49557470169815e-07,8.92932995261164e-07,1e-08,"58"
"347",1.18553924899345e-06,-3.94099643385992e-07,3.10670417582037e-06,1e-08,"57"
"348",-4.19949450347623e-06,-5.19058278402595e-06,-2.92403956090037e-06,1e-08,"56"
"349",6.39206644126311e-06,2.83842184417571e-06,1.11147517551924e-05,1e-08,"55"
"350",-2.40978068666298e-06,-4.24602889419756e-06,-7.89451423952038e-07,1e-08,"54"
"351",9.72321765813078e-06,5.8077024632841e-06,1.40998383446e-05,1e-08,"53"
"352",2.06732505381169e-06,3.66203442109248e-07,4.82089736993373e-06,1e-08,"52"
"353",1.90724972259915e-07,-2.27122102710031e-06,3.52739415797054e-06,1e-08,"51"
"354",1.20220956389971e-06,-7.16446436532791e-07,3.2427628309295e-06,1e-08,"50"
"355",-5.13637739008033e-07,-1.88794920552848e-06,6.9161026313158e-07,1e-08,"5"
"356",-8.3346725698874e-07,-2.05473230020514e-06,6.46252562547243e-07,1e-08,"49"
"357",-7.23859342355304e-07,-1.60063627064333e-06,3.73030371803029e-07,1e-08,"48"
"358",-4.05527709190778e-08,-1.05659354010246e-06,9.827032039722e-07,1e-08,"47"
