"","GC_rate","Expected_recessive_load","SD_recessive_load"
"1",1e-11,1.9,3.78447119452933
"2",1e-10,51.8,42.0259179290325
"3",1e-09,532.1,263.74796471042
"4",1e-08,2264.3,449.068925667319
"5",1e-07,2692.6,954.938997469937
"6",1e-06,2713.8,908.38217605685
"7",1e-05,2634.8,1222.94233533538
